Number or provisional designation in packed form,H absolute magnitude,G slope parameter,Epoch in packed form .0 TT,Mean anomaly at epoch in degrees,Argument of perihelion J2000.0 degrees,Longitude of ascending node J2000.0 degrees,Inclination to ecliptic J2000.0 degrees,Orbital eccentricity,Mean daily motion degrees per day,Semimajor axis AU,Uncertainty parameter U,Reference,Number of observations,Number of oppositions,Year of first observation,Year of last observation,Arc length days,RMS residual arcsec,Coarse indicator of perturbers blank if unperturbed one opposition object,Precise indicator of perturbers blank if unperturbed one opposition object,Computer name,Readable designation,Date of last observation included in orbit solution YYYYMMDD
C6154,5.58,0.15,K221L,30.12122,353.4723,108.89599,11.0952,0.1367525,0.00361147,42.0739898,2,MPO600179,442,18,2001,2020,-999,0.48,M-v,3Ek,Pan,(126154) 2001 YH140,20201222
C6155,7.53,0.15,K221L,20.30848,128.72187,319.40852,5.99258,0.2903076,0.00401121,39.2300744,2,MPO600179,141,15,2001,2021,-999,0.42,M-v,3Ek,Pan,(126155) 2001 YJ140,20210116
C6619,7.2,0.15,K221L,16.8579,161.04384,347.04759,16.02003,0.4618296,0.00166213,70.5819299,2,MPO445906,32,8,2002,2018,-999,0.39,M-v,38h,MPCLINUX,(126619) 2002 CX154,20180410
C6719,6.64,0.15,K221L,1.07222,308.05451,248.4981,0.83522,0.1875349,0.00308204,46.7639078,3,MPO594926,200,15,2001,2020,-999,0.64,M-v,3Ek,Pan,(126719) 2002 CC249,20200426
C7546,8.0,0.15,K221L,9.04027,27.63253,90.35782,77.95216,0.6819003,0.00184369,65.868356,0,MPO469329,47,8,2002,2018,-999,0.39,M-v,38h,MPCLINUX,(127546) 2002 XU93,20180519
C7871,7.41,0.15,K221L,74.38171,35.86794,78.45166,2.37342,0.083034,0.00480335,34.7888333,2,MPO614063,136,14,2002,2021,-999,0.51,M-v,3Ek,Pan,(127871) 2003 FC128,20210512
C9746,8.36,0.15,K221L,14.08296,35.24247,171.64173,1.4752,0.2665416,0.00401019,39.2367151,3,MPO594962,141,13,1999,2020,-999,0.66,M-v,3Ek,Pan,(129746) 1999 CE119,20200624
C9772,7.2,0.15,K221L,4.24462,132.94491,83.3381,3.3029,0.0318074,0.00342783,43.5635596,2,MPO475135,31,8,1999,2019,-999,0.28,M-v,38h,MPCLINUX,(129772) 1999 HR11,20190606
D0391,8.0,0.15,K221L,27.49748,170.46275,46.02308,23.47617,0.280299,0.00300255,47.5856405,2,MPO157305,22,5,1999,2007,-999,0.2,M-v,38h,MPCALB,(130391) 2000 JG81,20070502
D1318,7.8,0.15,K221L,36.3359,171.37033,2.19759,13.72707,0.1712553,0.00400771,39.2528868,3,MPO417686,30,5,2001,2015,-999,0.35,M-v,38h,MPCLINUX,(131318) 2001 FL194,20150422
D1695,7.7,0.15,K221L,41.78393,0.5708,94.74964,4.2645,0.0491218,0.00437491,37.0245631,1,MPO553931,74,13,2001,2020,-999,0.18,M-v,38h,Alexanders,(131695) 2001 XS254,20200127
D1696,7.4,0.15,K221L,6.00834,133.10637,359.16128,0.52064,0.3164349,0.00259248,52.4798924,1,MPO432790,36,7,2001,2017,-999,0.14,M-v,38h,MPCLINUX,(131696) 2001 XT254,20171223
D1697,8.29,0.15,K221L,324.77202,221.91838,323.1315,2.86732,0.0703658,0.00481478,34.7337643,3,MPO594987,71,15,2001,2020,-999,0.78,M-v,3Ek,Pan,(131697) 2001 XH255,20200322
D3067,6.9,0.15,K221L,60.65662,305.10758,209.56214,8.89605,0.254632,0.00396745,39.5179833,2,MPO469394,63,6,2003,2018,-999,0.29,M-v,38h,MPCLINUX,(133067) 2003 FB128,20180418
D4210,7.38,0.15,K221L,10.24117,22.57233,316.20844,6.46813,0.402189,0.00197309,62.9562342,4,MPO647965,137,16,2001,2019,-999,0.59,M-v,3Ek,Pan,(134210) 2005 PQ21,20190929
D4340,-0.45,0.15,K221L,45.68926,115.19411,110.30102,17.11115,0.2498235,0.00393471,39.7368943,0,MPO647966,9906,96,1914,2021,-999,0.29,M-v,3Ek,Pan,(134340) Pluto,20210818
D4568,8.1,0.15,K221L,30.97436,59.01398,276.66214,10.20625,0.1561703,0.00337564,44.0114141,2,MPO587135,26,5,1999,2020,-999,0.27,M-v,38h,Alexanders,(134568) 1999 RH215,20201020
D4860,6.32,0.15,K221L,76.88969,172.03349,96.83282,1.11511,0.0212364,0.00347038,43.2067565,2,MPO657866,188,19,2000,2021,-999,0.91,M-v,3Ek,Pan,(134860) 2000 OJ67,20210808
D5024,6.9,0.15,K221L,276.10141,297.42305,44.29566,2.15802,0.1141906,0.00340962,43.7185513,3,MPO341424,28,7,1996,2015,-999,0.48,M-v,38h,MPCLINUX,(135024) 2001 KO76,20150524
D5182,6.2,0.15,K221L,86.4352,70.47469,224.24614,1.8391,0.0206133,0.00432629,37.3014395,3,MPO186653,19,6,2001,2008,-999,0.25,M-v,38h,MPCMEL,(135182) 2001 QT322,20080829
D5571,7.2,0.15,K221L,358.33957,231.44469,35.84526,14.69843,0.3555089,0.00237572,55.6252566,3,MPO157308,21,4,2002,2006,-999,0.28,M-v,38h,MPCALI,(135571) 2002 GG32,20060622
D5742,6.9,0.15,K221L,70.87787,292.80979,336.72282,5.42791,0.1268138,0.00337447,44.0216231,2,MPO527104,40,5,2002,2019,-999,0.17,M-v,38h,Williams,(135742) 2002 PB171,20190904
D6108,0.26,0.15,K221L,218.88618,239.7134,122.12606,28.21247,0.1989365,0.0034965,42.9912511,2,MPO647973,3192,19,1955,2021,-999,0.35,M-v,3Ek,Pan,(136108) Haumea,20210904
D6120,7.9,0.15,K221L,18.37431,342.8339,238.37516,20.1093,0.4793685,0.00199582,62.4773317,2,MPO351816,20,5,2003,2014,-999,0.22,M-v,38h,MPCLINUX,(136120) 2003 LG7,20140530
D6199,-1.1,0.15,K221L,207.49882,151.29232,36.03488,43.84492,0.4325239,0.00175497,68.0699745,2,E2021-WD9,2108,30,1954,2021,-999,0.31,M-v,38h,Alexanders,(136199) Eris,20211128
D6472,-0.12,0.15,K221L,167.00792,295.20443,79.47666,29.00208,0.1653925,0.00323482,45.2795717,2,MPO647974,3185,19,1955,2021,-999,0.33,M-v,3Ek,Pan,(136472) Makemake,20210815
D7294,6.49,0.15,K221L,76.64378,118.20801,149.24132,1.35,0.1076074,0.00322686,45.3540493,3,MPO657875,46,10,1999,2021,-999,0.35,M-v,3Ek,Pan,(137294) 1999 RE215,20210912
D7295,7.34,0.15,K221L,8.50393,208.51281,175.62112,12.66696,0.2982065,0.00297035,47.9288687,2,MPO647977,361,22,1999,2019,-999,0.52,M-v,3Ek,Pan,(137295) 1999 RB216,20191129
D8537,6.0,0.15,K221L,359.45264,358.53685,4.38003,4.87015,0.1476678,0.00306088,46.9791632,1,MPO493790,97,12,2000,2019,-999,0.21,M-v,38h,Williams,(138537) 2000 OK67,20190926
D8628,7.2,0.15,K221L,51.0734,314.8929,355.49743,15.6668,0.2710092,0.00325511,45.0912676,3,MPO469460,32,9,2000,2018,-999,0.4,M-v,38h,MPCLINUX,(138628) 2000 QM251,20180914
D9775,6.88,0.15,K221L,16.06969,209.2563,162.42438,6.48077,0.1989356,0.00395013,39.6334589,2,MPO647986,328,19,2001,2020,-999,0.42,M-v,3Ek,Pan,(139775) 2001 QG298,20201020
E3685,7.8,0.15,K221L,17.43282,197.70224,177.54527,5.89567,0.2407239,0.00443543,36.6869792,0,MPO417771,191,10,2003,2015,-999,0.23,M-v,38h,MPCLINUX,(143685) 2003 SS317,20150110
E3707,6.02,0.15,K221L,14.90623,112.31834,265.1599,7.54268,0.4204766,0.00235331,55.9779032,2,MPO600179,350,18,2001,2021,-999,0.43,M-v,3Ek,Pan,(143707) 2003 UY117,20210112
E3751,8.7,0.15,K221L,23.18977,346.87572,29.14539,7.63801,0.2571205,0.00357116,42.3900058,1,MPO527152,21,5,2003,2019,-999,0.28,M-v,38h,Williams,(143751) 2003 US292,20191026
E3991,5.65,0.15,K221L,331.21269,64.39754,66.89416,19.38956,0.1330532,0.00332394,44.4666156,4,MPO600179,36,6,2003,2019,-999,0.31,M-v,3Ek,Pan,(143991) 2003 YO179,20190129
E4897,4.47,0.15,K221L,96.53284,158.92608,147.79019,9.52746,0.0435159,0.0040221,39.1592023,1,MPO657908,426,26,1953,2021,-999,0.54,M-v,3Ek,Pan,(144897) 2004 UX10,20211013
E5451,4.61,0.15,K221L,7.14811,318.07544,84.61993,28.77244,0.6155217,0.00113179,91.192702,2,MPO600179,446,21,1976,2021,-999,0.35,M-v,3Ek,Pan,(145451) 2005 RM43,20210211
E5452,3.72,0.15,K221L,352.45895,168.72056,187.03599,19.22291,0.0303817,0.00363868,41.8639705,1,MPO657910,858,28,1954,2021,-999,0.61,M-v,3Ek,Pan,(145452) 2005 RN43,20211011
E5453,4.17,0.15,K221L,50.91571,279.36799,85.82245,28.52601,0.1424349,0.00345524,43.3328886,2,MPO648011,467,21,1976,2021,-999,0.38,M-v,3Ek,Pan,(145453) 2005 RR43,20210819
E5474,6.28,0.15,K221L,354.05572,276.79592,170.23196,16.25877,0.6435977,0.00110052,92.9118695,1,MPO657911,328,20,2001,2021,-999,0.77,M-v,3Ek,Pan,(145474) 2005 SA278,20211004
E5480,4.53,0.15,K221L,2.76641,171.40073,180.45144,26.40998,0.3988128,0.00146278,76.8570586,3,MPO657911,580,21,2001,2021,-999,0.64,M-v,3Ek,Pan,(145480) 2005 TB190,20211007
E8112,7.1,0.15,K221L,87.48564,96.17817,192.04736,0.79211,0.0416823,0.00334905,44.2440632,2,MPO532760,36,9,1999,2014,-999,0.33,M-v,38h,MPCW,(148112) 1999 RA216,20141027
E8780,5.8,0.15,K221L,126.99053,302.03523,1.63422,5.1938,0.0641826,0.00334606,44.2703977,3,MPO506576,77,8,2001,2019,-999,0.32,M-v,38h,Williams,(148780) Altjira,20191026
E8975,11.1,0.15,K221L,26.95067,90.68695,105.90514,12.61492,0.6748323,0.00635471,28.8672598,0,MPO232108,58,9,2001,2012,-999,0.3,M-v,38h,MPCLINUX,(148975) 2001 XA255,20120517
E9348,6.3,0.15,K221L,63.98848,88.51702,275.50571,2.99506,0.1246378,0.00325509,45.0914111,3,MPO157316,24,6,2002,2008,-999,0.17,M-v,38h,MPCMEL,(149348) 2002 VS130,20080828
E9349,6.5,0.15,K221L,321.94556,253.84679,224.46991,7.06496,0.2390978,0.00357517,42.3582531,2,MPO422568,41,10,2002,2017,-999,0.24,M-v,38h,MPCLINUX,(149349) 2002 VA131,20170819
E9560,8.1,0.15,K221L,40.34249,138.21636,130.71628,34.75493,0.4785451,0.00363446,41.8963714,3,MPO157316,17,4,2003,2006,-999,0.46,M-v,38h,MPCMEL,(149560) 2003 QZ91,20060803
F0642,5.96,0.15,K221L,343.50568,48.2171,136.28994,10.24054,0.1138133,0.00327737,44.8868196,3,MPO600179,222,19,2001,2021,-999,0.52,M-v,3Ek,Pan,(150642) 2001 CZ31,20210212
G0091,6.96,0.15,K221L,71.02712,317.20884,322.4868,1.97492,0.1118683,0.00321316,45.4828521,4,MPO648079,54,12,2000,2020,-999,0.26,M-v,3Ek,Pan,(160091) 2000 OL67,20200921
G0147,6.6,0.15,K221L,350.88824,287.74781,327.07582,2.64482,0.089435,0.00340767,43.735158,3,MPO157319,39,8,2001,2008,-999,0.34,M-v,38h,MPCALB,(160147) 2001 KN76,20080413
G0148,7.8,0.15,K221L,357.08661,229.33139,39.67889,15.33582,0.5100258,0.00167934,70.0986728,3,MPO121425,17,4,2001,2007,-999,0.28,M-v,38h,MPCM,(160148) 2001 KV76,20070508
G0256,6.67,0.15,K221L,237.06685,33.97146,103.4745,4.90626,0.055941,0.00346274,43.2702763,4,MPO648080,57,10,2000,2018,-999,0.26,M-v,3Ek,Pan,(160256) 2002 PD149,20181108
G8700,8.3,0.15,K221L,26.52134,50.38411,154.8626,4.99044,0.2295184,0.00398965,39.3712911,1,MPO446060,23,6,2000,2018,-999,0.32,M-v,38h,MPCLINUX,(168700) 2000 GE147,20180410
G8703,6.07,0.15,K221L,356.67223,222.87038,23.47652,4.92693,0.0758855,0.00392374,39.8109268,2,MPO637936,250,17,2000,2021,-999,0.7,M-v,3Ek,Pan,(168703) 2000 GP183,20210709
G9071,8.0,0.15,K221L,346.18795,336.86128,287.62226,5.62969,0.1930512,0.00399847,39.3133642,3,MPO446060,16,5,2001,2016,-999,0.38,M-v,38h,MPCLINUX,(169071) 2001 FR185,20160608
H4567,3.4,0.15,K221L,275.76092,181.50014,184.27395,21.51962,0.1452219,0.00316542,45.9389999,1,MPO469872,256,23,1980,2019,-999,0.28,M-v,38h,MPCLINUX,(174567) Varda,20190504
H5113,4.58,0.15,K221L,173.41473,85.22191,84.5622,13.35136,0.0596743,0.00400656,39.2604495,2,MPO658055,259,19,1992,2021,-999,0.56,M-v,3Ek,Pan,(175113) 2004 PF115,20211011
I1708,6.89,0.15,K221L,352.36608,47.01029,188.00359,7.76367,0.047036,0.00341715,43.6542397,2,MPO595567,174,19,1993,2020,-999,0.61,M-v,3Ek,Pan,(181708) 1993 FW,20200610
I1855,7.7,0.15,K221L,0.60707,40.50635,41.53306,28.655,0.1821209,0.0031631,45.9615172,3,MPO600179,35,8,1998,2021,-999,0.36,M-v,3Ek,Pan,(181855) 1998 WT31,20210111
I1867,7.4,0.15,K221L,38.52908,146.69081,305.72149,5.49498,0.286765,0.00259891,52.3932405,2,MPO533122,37,9,1999,2019,-999,0.38,M-v,38h,MPCW,(181867) 1999 CV118,20190405
I1868,7.49,0.15,K221L,335.9835,256.71171,304.34675,16.71633,0.2871791,0.00285841,49.1721998,4,MPO600179,34,8,1999,2021,-999,0.28,M-v,3Ek,Pan,(181868) 1999 CG119,20210111
I1871,7.33,0.15,K221L,70.55561,155.21452,278.43431,0.80929,0.0839792,0.0034455,43.4144708,4,MPO600179,30,8,1999,2021,-999,0.29,M-v,3Ek,Pan,(181871) 1999 CO153,20210111
I1874,7.0,0.15,K221L,46.99169,324.20652,198.51295,17.23538,0.2540122,0.00258297,52.6086219,2,MPO475533,32,7,1999,2019,-999,0.28,M-v,38h,MPCLINUX,(181874) 1999 HW11,20190606
I1902,7.28,0.15,K221L,8.46162,138.28479,210.26305,25.88402,0.6998735,0.0007035,125.2062829,6,MPO658087,28,7,1999,2021,-999,0.2,M-v,3Ek,Pan,(181902) 1999 RD215,20211003
I2222,7.1,0.15,K221L,289.89707,314.63029,207.75865,6.10471,0.0936866,0.0034266,43.57395,2,MPO469962,33,9,2000,2018,-999,0.4,M-v,38h,MPCLINUX,(182222) 2000 YU1,20181114
I2223,7.57,0.15,K221L,35.31141,145.88958,227.57352,19.86696,0.3864083,0.00220013,58.5468697,3,MPO595573,29,6,2000,2020,-999,0.48,M-v,3Ek,Pan,(182223) 2000 YC2,20200218
I2294,6.6,0.15,K221L,0.16464,206.36884,45.06075,10.66599,0.164183,0.00325554,45.0872874,3,MPO186769,29,6,2001,2008,-999,0.33,M-v,38h,MPCAPO,(182294) 2001 KU76,20080503
I2397,5.9,0.15,K221L,69.53363,110.64507,140.92334,16.98478,0.2352629,0.00261866,52.1295095,3,MPO157328,23,5,2000,2007,-999,0.28,M-v,38h,MPCAPO,(182397) 2001 QW297,20071109
I2926,7.4,0.15,K221L,313.93812,192.53457,55.34903,2.19825,0.1454228,0.00320928,45.5195008,3,MPO469970,27,7,2002,2019,-999,0.26,M-v,38h,MPCLINUX,(182926) 2002 FU6,20190307
I2933,6.4,0.15,K221L,341.85198,164.98705,117.22765,1.05461,0.2440509,0.00273609,50.6270903,2,MPO186770,68,5,2002,2008,-999,0.28,M-v,38h,MPCAPO,(182933) 2002 GZ31,20080607
I2934,5.4,0.15,K221L,91.0487,253.71439,244.84287,11.61266,0.106003,0.00335183,44.2195493,3,MPO186770,40,5,2002,2008,-999,0.37,M-v,38h,MPCMEL,(182934) 2002 GJ32,20080304
I3595,6.58,0.15,K221L,308.28346,234.8062,276.79639,1.66572,0.1001791,0.00332519,44.4554635,5,MPO600179,27,6,2003,2021,-999,0.26,M-v,3Ek,Pan,(183595) 2003 TG58,20210111
I3963,6.8,0.15,K221L,322.70148,133.98159,103.1976,2.44483,0.0997054,0.00336179,44.132184,3,MPO637946,25,7,2003,2021,-999,0.29,M-v,38h,Alexanders,(183963) 2004 DJ64,20210512
I3964,7.63,0.15,K221L,5.73791,56.14604,101.68259,11.31326,0.3768675,0.00258936,52.521954,5,MPO600179,30,7,2004,2021,-999,0.41,M-v,3Ek,Pan,(183964) 2004 DJ71,20210215
I4212,7.3,0.15,K221L,3.20156,3.76755,356.72503,15.40012,0.6800812,0.00084886,110.4704574,0,MPO459837,76,8,2000,2017,-999,0.22,M-v,38h,MPCLINUX,(184212) 2004 PB112,20170923
I4314,6.4,0.15,K221L,321.8559,270.71095,0.55492,5.78476,0.1403691,0.00325744,45.0697496,3,MPO469987,25,5,2005,2018,-999,0.26,M-v,38h,MPCLINUX,(184314) Mbabamwanawaresa,20180519
K2421,3.97,0.15,K221L,232.41837,220.8531,307.55917,25.70112,0.1413632,0.00343111,43.5358116,2,MPO658179,709,23,1990,2021,-999,0.64,M-v,3Ek,Pan,(202421) 2005 UQ513,20211017
K8996,3.82,0.15,K221L,235.03279,16.48597,252.04318,13.57047,0.1812849,0.0040023,39.2882958,2,MPO600179,373,19,1996,2021,-999,0.49,M-v,3Ek,Pan,(208996) 2003 AZ84,20210315
M5088,1.91,0.15,K221L,107.67428,207.52256,336.85964,30.60584,0.4979484,0.0017801,67.4280162,3,MPO658279,394,19,1985,2021,-999,0.57,M-v,3Ek,Pan,(225088) Gonggong,20211002
M9762,3.55,0.15,K221L,346.21684,346.16781,131.05602,23.38625,0.4876232,0.00156725,73.4024736,3,MPO658294,475,22,1982,2021,-999,0.62,M-v,3Ek,Pan,(229762) G!kun||'homdima,20211011
N0965,4.32,0.15,K221L,3.64892,131.81142,328.54769,38.18827,0.2454007,0.0030595,46.9932523,2,MPO658299,433,18,1989,2021,-999,0.56,M-v,3Ek,Pan,(230965) 2004 XA192,20211018
O1097,11.1,0.15,K221L,21.67192,348.54705,187.21365,15.67014,0.7756432,0.00382407,40.4997057,0,MPO175808,61,5,2003,2010,-999,0.34,M-v,38h,MPCM,(241097) 2007 DU112,20100522
R5809,5.7,0.15,K221L,83.89911,131.81525,108.74234,1.54718,0.0822438,0.00335138,44.223518,2,MPO596526,285,19,2001,2020,-999,0.38,M-v,3Ek,Pan,(275809) 2001 QY297,20201015
R8361,4.5,0.15,K221L,343.1509,8.76216,272.55521,12.04185,0.1627616,0.00295201,48.1271838,1,MPO386165,155,9,2002,2015,-999,0.25,M-v,38h,MPCLINUX,(278361) 2007 JJ43,20150714
U3712,6.35,0.15,K221L,54.00057,314.52712,339.03589,1.33409,0.1081948,0.00331424,44.5533008,2,MPO648654,224,17,2005,2021,-999,0.48,M-v,3Ek,Pan,(303712) 2005 PR21,20210817
U3775,3.81,0.15,K221L,14.73473,224.57808,78.39229,14.0297,0.6769574,0.00080372,114.5684074,4,MPO658611,358,20,1974,2021,-999,0.67,M-v,3Ek,Pan,(303775) 2005 QU182,20211013
U5543,5.52,0.15,K221L,358.97222,331.52954,43.24631,25.12281,0.414094,0.00197872,62.8366685,2,MPO658619,193,15,2008,2021,-999,0.65,M-v,3Ek,Pan,(305543) 2008 QY40,20211013
U6792,7.2,0.15,K221L,334.81074,64.61319,248.49402,15.61247,0.1620455,0.00393246,39.7520599,2,MPO212009,30,5,2001,2009,-999,0.19,M-v,38h,MPCW,(306792) 2001 KQ77,20090819
U7251,5.6,0.15,K221L,54.89004,123.74332,59.87509,9.77042,0.1996422,0.00308243,46.7599316,2,MPO386274,66,10,2002,2015,-999,0.31,M-v,38h,MPCLINUX,(307251) 2002 KW14,20150515
U7261,3.76,0.15,K221L,227.8439,212.33164,216.1795,17.70183,0.1426376,0.00362598,41.961635,3,MPO596818,72,16,1954,2020,-999,0.28,M-v,3Ek,Pan,(307261) 2002 MS4,20200628
U7463,5.9,0.15,K221L,280.06529,281.12591,267.86814,1.37411,0.2067097,0.00403492,39.0762211,1,MPO386274,67,11,2002,2015,-999,0.25,M-v,38h,MPCLINUX,(307463) 2002 VU130,20151209
U7616,5.14,0.15,K221L,290.01796,82.13066,17.7504,10.32879,0.0754834,0.00337105,44.0513286,2,MPO658629,410,18,2002,2021,-999,0.55,M-v,3Ek,Pan,(307616) 2003 QW90,20211002
U7982,4.97,0.15,K221L,7.47891,76.11011,230.47927,16.27122,0.6056459,0.00110913,92.4303038,4,MPO658629,410,16,2002,2021,-999,0.54,M-v,3Ek,Pan,(307982) 2004 PG115,20211011
U8193,4.77,0.15,K221L,324.19654,93.00445,112.90063,28.6755,0.1383632,0.00348491,43.0865672,3,MPO600179,234,19,2001,2021,-999,0.46,M-v,3Ek,Pan,(308193) 2005 CB79,20210219
U8379,5.18,0.15,K221L,56.20068,268.43479,46.45439,9.99071,0.2029269,0.00294875,48.1626772,2,MPO600179,425,20,1977,2020,-999,0.33,M-v,3Ek,Pan,(308379) 2005 RS43,20201208
U8460,7.3,0.15,K221L,322.8687,45.62403,27.52413,1.51179,0.0680534,0.00475582,35.0202207,2,MPO338970,68,5,2005,2010,-999,0.21,M-v,38h,MPCLINUX,(308460) 2005 SC278,20101202
U8634,6.41,0.15,K221L,86.18997,98.46254,318.48827,7.89337,0.1047975,0.0034768,43.1535302,3,MPO596831,146,15,2005,2020,-999,0.56,M-v,3Ek,Pan,(308634) 2005 XU100,20200418
U9239,6.79,0.15,K221L,78.52798,96.98422,186.95044,36.02129,0.3015408,0.00588432,30.3858732,1,MPO658637,342,19,1988,2021,-999,0.56,M-v,3Ek,Pan,(309239) 2007 RW10,20211006
V0071,7.84,0.15,K221L,26.28451,108.38599,46.82639,19.68269,0.5641113,0.00604829,29.834206,3,MPO638686,446,14,2005,2021,-999,0.45,M-v,3Ek,Pan,(310071) 2010 KR59,20210709
V2645,5.54,0.15,K221L,7.35088,352.48483,205.04895,18.92222,0.3018816,0.00302443,47.3558601,3,MPO600179,343,17,1983,2021,-999,0.4,M-v,3Ek,Pan,(312645) 2010 EP65,20210315
V5530,5.04,0.15,K221L,56.31601,55.95696,14.77838,27.45058,0.1378651,0.00367825,41.5631634,2,MPO638716,263,17,1989,2021,-999,0.45,M-v,3Ek,Pan,(315530) 2008 AP129,20210523
V6179,7.17,0.15,K221L,57.60457,224.45348,234.34324,19.24968,0.3110279,0.00585546,30.4856294,2,MPO596902,194,20,1989,2020,-999,0.42,M-v,3Ek,Pan,(316179) 2010 EN65,20200518
Y1520,6.83,0.15,K221L,7.07509,204.97865,196.62958,11.26758,0.2684083,0.00398297,39.4152948,2,MPO600179,244,14,2007,2021,-999,0.5,M-v,3Ek,Pan,(341520) Mors-Somnus,20210207
Z3222,9.98,0.15,K221L,2.2215,326.54306,126.09686,30.83367,0.888515,0.00075194,119.7693529,5,MPO600179,71,10,2009,2020,-999,0.52,M-v,3Ek,Pan,(353222) 2009 YD7,20201222
a3330,5.85,0.15,K221L,222.24569,306.11083,165.82659,3.0685,0.0411969,0.00335766,44.1684054,3,MPO597316,223,15,2002,2020,-999,0.5,M-v,3Ek,Pan,(363330) 2002 PQ145,20200817
a3401,6.7,0.15,K221L,40.80684,157.69026,49.72012,2.30173,0.1302235,0.00319267,45.6772516,2,MPO260997,34,5,2003,2013,-999,0.2,M-v,38h,MPCADO,(363401) 2003 LB7,20130608
a4171,6.89,0.15,K221L,13.48552,184.07224,36.44234,3.55751,0.079051,0.00330173,44.6657808,3,MPO597323,90,15,2004,2020,-999,0.7,M-v,3Ek,Pan,(364171) 2006 JZ81,20200523
c5185,8.4,0.15,K221L,35.1519,188.87291,170.20123,3.71074,0.2019488,0.00398258,39.4178599,2,MPO281983,43,7,1993,2013,-999,0.75,M-v,38h,MPCADO,(385185) 1993 RO,20131006
c5191,7.04,0.15,K221L,193.11366,18.9719,163.65376,12.69901,0.0185977,0.00367438,41.5923126,3,MPO648959,69,9,1997,2018,-999,0.31,M-v,3Ek,Pan,(385191) 1997 RT5,20181127
c5194,6.58,0.15,K221L,251.15661,108.28887,336.87184,0.78342,0.046699,0.00340426,43.7644288,4,MPO658942,71,7,1998,2017,-999,0.43,M-v,3Ek,Pan,(385194) 1998 KG62,20170722
c5199,6.35,0.15,K221L,0.08103,214.24874,130.8358,2.14868,0.0549749,0.00318243,45.775192,4,MPO658942,46,7,1999,2015,-999,0.5,M-v,3Ek,Pan,(385199) 1999 OE4,20150528
c5201,6.49,0.15,K221L,142.56562,106.76946,140.47432,12.3983,0.0703038,0.00344783,43.3949143,4,MPO648959,74,12,1999,2018,-999,0.31,M-v,3Ek,Pan,(385201) 1999 RN215,20181020
c5266,6.81,0.15,K221L,48.39267,5.8283,291.44043,1.79558,0.1011341,0.0034958,42.9969835,4,MPO658943,35,7,2001,2021,-999,0.34,M-v,3Ek,Pan,(385266) 2001 QB298,20211003
c5362,6.4,0.15,K221L,261.47973,131.15877,328.70241,3.68487,0.1408768,0.00309541,46.6291586,3,MPO282036,33,4,2002,2013,-999,0.19,M-v,38h,MPCADO,(385362) 2002 PT170,20131007
c5363,6.2,0.15,K221L,160.72333,205.59109,339.77783,3.91424,0.0643913,0.00324093,45.2226417,3,MPO353314,39,5,2002,2014,-999,0.22,M-v,38h,MPCLINUX,(385363) 2002 PW170,20140926
c5437,5.99,0.15,K221L,28.80899,88.53014,116.46613,1.10194,0.0771563,0.00336158,44.1340599,3,MPO639050,109,12,2002,2021,-999,0.37,M-v,3Ek,Pan,(385437) 2003 GH55,20210630
c5445,6.8,0.15,K221L,129.75301,268.5167,286.63397,3.65477,0.1439368,0.00393837,39.7123225,3,MPO282058,20,5,2003,2013,-999,0.26,M-v,38h,MPCADO,(385445) 2003 QH91,20131007
c5446,6.54,0.15,K221L,287.51354,16.0958,68.55184,2.66526,0.1131668,0.00336968,44.0633327,3,MPO658943,55,8,2003,2019,-999,0.56,M-v,3Ek,Pan,(385446) Manwe,20191026
c5447,6.6,0.15,K221L,17.18927,208.23982,114.0763,4.45326,0.0365727,0.00335247,44.2139654,3,MPO282059,21,6,2003,2013,-999,0.22,M-v,38h,MPCADO,(385447) 2003 QF113,20131006
c5458,7.2,0.15,K221L,310.72557,94.64246,346.99664,5.06353,0.1714195,0.00312741,46.3105356,3,MPO658943,77,9,2003,2017,-999,0.29,M-v,3Ek,Pan,(385458) 2003 SP317,20170922
c5527,7.45,0.15,K221L,345.55512,206.71556,149.03316,3.45771,0.2516645,0.00334225,44.3040272,4,MPO658943,27,6,2004,2019,-999,0.75,M-v,3Ek,Pan,(385527) 2004 OK14,20190831
c5528,7.5,0.15,K221L,11.1941,13.77667,285.15873,6.90629,0.3471354,0.00228856,57.0288546,3,MPO282079,23,6,2004,2013,-999,0.18,M-v,38h,MPCADO,(385528) 2004 OR15,20131007
c5533,7.0,0.15,K221L,72.59447,118.69981,135.20842,23.7956,0.1149495,0.0034478,43.3951646,3,MPO282081,26,6,2004,2013,-999,0.2,M-v,38h,MPCADO,(385533) 2004 QD29,20131006
c5571,8.87,0.15,K221L,8.77759,359.55623,34.74824,1.42723,0.0312528,0.00591607,30.2770869,4,MPO600179,31,5,2002,2013,-999,0.32,M-v,3Ek,Pan,(385571) Otrera,20131006
c5607,7.2,0.15,K221L,19.08793,348.58503,144.12224,25.10004,0.3387382,0.00201081,62.1663197,2,MPO282101,28,5,2005,2013,-999,0.24,M-v,38h,MPCW,(385607) 2005 EO297,20130314
c5695,8.3,0.15,K221L,299.15686,300.06003,169.27625,5.24496,0.0522599,0.00592419,30.2494092,2,MPO507691,36,7,2003,2019,-999,0.36,M-v,38h,Williams,(385695) Clete,20191127
